Bridge/Tunnel,Year,Month,Vehicles Type,Eastbound Volume
Lincoln Tunnel,2012,Sep,Total vehicles,1561978
Lincoln Tunnel,2012,Apr,Total vehicles,1633764
Lincoln Tunnel,2012,Dec,Total vehicles,1604865
Lincoln Tunnel,2012,Nov,Total vehicles,1520182
Lincoln Tunnel,2012,Oct,Total vehicles,1556431
Lincoln Tunnel,2012,Feb,Total vehicles,1464800
Lincoln Tunnel,2012,Jan,Total vehicles,1510709
Lincoln Tunnel,2012,Aug,Total vehicles,1641481
Lincoln Tunnel,2012,Jul,Total vehicles,1609256
Lincoln Tunnel,2012,Mar,Total vehicles,1634450
Lincoln Tunnel,2012,Jun,Total vehicles,1624182
Lincoln Tunnel,2012,May,Total vehicles,1652937
Lincoln Tunnel,2012,Nov,Truck,84196
Lincoln Tunnel,2012,Apr,Truck,85199
Lincoln Tunnel,2012,Jan,Truck,78301
Lincoln Tunnel,2012,May,Truck,89684
Lincoln Tunnel,2012,Oct,Truck,84083
Lincoln Tunnel,2012,Sep,Truck,80259
Lincoln Tunnel,2012,Jun,Truck,85064
Lincoln Tunnel,2012,Aug,Truck,89242
Lincoln Tunnel,2012,Dec,Truck,79268
Lincoln Tunnel,2012,Mar,Truck,85806
Lincoln Tunnel,2012,Feb,Truck,77543
Lincoln Tunnel,2012,Jul,Truck,81358
Lincoln Tunnel,2011,Aug,Automobile,1386454
Lincoln Tunnel,2011,Feb,Automobile,1222260
Lincoln Tunnel,2011,Dec,Automobile,1407683
Lincoln Tunnel,2011,Jun,Automobile,1450951
Lincoln Tunnel,2011,Sep,Automobile,1368670
Lincoln Tunnel,2011,Oct,Automobile,1414449
Lincoln Tunnel,2011,Jan,Automobile,1244648
Lincoln Tunnel,2011,Mar,Automobile,1435307
Lincoln Tunnel,2011,Apr,Automobile,1436851
Lincoln Tunnel,2011,May,Automobile,1469370
Lincoln Tunnel,2011,Jul,Automobile,1446782
Lincoln Tunnel,2011,Nov,Automobile,1360566
Lincoln Tunnel,2011,Jun,Bus,186651
Lincoln Tunnel,2011,Jan,Bus,165583
Lincoln Tunnel,2011,Feb,Bus,156704
Lincoln Tunnel,2011,Mar,Bus,185900
Lincoln Tunnel,2011,Apr,Bus,183567
Lincoln Tunnel,2011,May,Bus,187682
Lincoln Tunnel,2011,Jul,Bus,184111
Lincoln Tunnel,2011,Aug,Bus,186798
Lincoln Tunnel,2011,Sep,Bus,179702
Lincoln Tunnel,2011,Oct,Bus,181822
Lincoln Tunnel,2011,Nov,Bus,176902
Lincoln Tunnel,2011,Dec,Bus,180754
Lincoln Tunnel,2011,Apr,Total vehicles,1704764
Lincoln Tunnel,2011,Jan,Total vehicles,1487813
Lincoln Tunnel,2011,Dec,Total vehicles,1672079
Lincoln Tunnel,2011,Mar,Total vehicles,1711098
Lincoln Tunnel,2011,Nov,Total vehicles,1624250
Lincoln Tunnel,2011,Oct,Total vehicles,1686179
Lincoln Tunnel,2011,Feb,Total vehicles,1453817
Lincoln Tunnel,2011,Sep,Total vehicles,1638207
Lincoln Tunnel,2011,Aug,Total vehicles,1663648
Lincoln Tunnel,2011,Jul,Total vehicles,1713646
Lincoln Tunnel,2011,Jun,Total vehicles,1729257
Lincoln Tunnel,2011,May,Total vehicles,1744676
Lincoln Tunnel,2011,Mar,Truck,89891
Lincoln Tunnel,2011,Oct,Truck,89908
Lincoln Tunnel,2011,Nov,Truck,86782
Lincoln Tunnel,2011,Dec,Truck,83642
Lincoln Tunnel,2011,Feb,Truck,74853
Lincoln Tunnel,2011,Apr,Truck,84346
Lincoln Tunnel,2011,May,Truck,87624
Lincoln Tunnel,2011,Jun,Truck,91655
Lincoln Tunnel,2011,Jan,Truck,77582
Lincoln Tunnel,2011,Jul,Truck,82753
Lincoln Tunnel,2011,Aug,Truck,90396
Lincoln Tunnel,2011,Sep,Truck,89835
Outerbridge Crossing,2015,May,Automobile,1217858
Outerbridge Crossing,2015,Mar,Automobile,1043156
Outerbridge Crossing,2015,Aug,Automobile,1295679
Outerbridge Crossing,2015,Dec,Automobile,1182936
Outerbridge Crossing,2015,Jun,Automobile,1205559
Outerbridge Crossing,2015,Apr,Automobile,1114199
Outerbridge Crossing,2015,Sep,Automobile,1143937
Outerbridge Crossing,2015,Nov,Automobile,1121021
Outerbridge Crossing,2015,Feb,Automobile,885600
Outerbridge Crossing,2015,Jan,Automobile,954304
Outerbridge Crossing,2015,Jul,Automobile,1244251
Outerbridge Crossing,2015,Oct,Automobile,1160821
Outerbridge Crossing,2015,Aug,Bus,4662
Outerbridge Crossing,2015,May,Bus,4531
Outerbridge Crossing,2015,Apr,Bus,3680
Outerbridge Crossing,2015,Nov,Bus,3666
Outerbridge Crossing,2015,Oct,Bus,4143
Outerbridge Crossing,2015,Dec,Bus,3725
Outerbridge Crossing,2015,Jun,Bus,4550
Outerbridge Crossing,2015,Mar,Bus,3599
Outerbridge Crossing,2015,Jul,Bus,4582
Outerbridge Crossing,2015,Jan,Bus,2932
Outerbridge Crossing,2015,Sep,Bus,3703
Outerbridge Crossing,2015,Feb,Bus,2866
Outerbridge Crossing,2015,May,Total vehicles,1292734
Outerbridge Crossing,2015,Apr,Total vehicles,1185048
Outerbridge Crossing,2015,Jul,Total vehicles,1321375
Outerbridge Crossing,2015,Mar,Total vehicles,1109119
Outerbridge Crossing,2015,Sep,Total vehicles,1218191
Outerbridge Crossing,2015,Oct,Total vehicles,1235862
Outerbridge Crossing,2015,Aug,Total vehicles,1372381
Outerbridge Crossing,2015,Jan,Total vehicles,1018022
Outerbridge Crossing,2015,Nov,Total vehicles,1191523
Outerbridge Crossing,2015,Dec,Total vehicles,1258111
Outerbridge Crossing,2015,Jun,Total vehicles,1282536
Outerbridge Crossing,2015,Feb,Total vehicles,943618
Outerbridge Crossing,2015,Nov,Truck,66836
Outerbridge Crossing,2015,Apr,Truck,67169
Outerbridge Crossing,2015,Jan,Truck,60786
Outerbridge Crossing,2015,Feb,Truck,55152
Outerbridge Crossing,2015,Jun,Truck,72427
Outerbridge Crossing,2015,Aug,Truck,72040
Outerbridge Crossing,2015,Sep,Truck,70551
Outerbridge Crossing,2015,Oct,Truck,70898
Outerbridge Crossing,2015,Jul,Truck,72542
Outerbridge Crossing,2015,Dec,Truck,71450
Outerbridge Crossing,2015,Mar,Truck,62364
Outerbridge Crossing,2015,May,Truck,70345
Outerbridge Crossing,2014,Feb,Automobile,845583
Outerbridge Crossing,2014,Oct,Automobile,1115310
Outerbridge Crossing,2014,Apr,Automobile,1088412
Outerbridge Crossing,2014,Dec,Automobile,1121397
Outerbridge Crossing,2014,Nov,Automobile,1063097
Outerbridge Crossing,2014,Jul,Automobile,1205280
Outerbridge Crossing,2014,May,Automobile,1165785
Outerbridge Crossing,2014,Sep,Automobile,1108475
Outerbridge Crossing,2014,Mar,Automobile,1057894
Outerbridge Crossing,2014,Jan,Automobile,936982
Outerbridge Crossing,2014,Jun,Automobile,1175398
Outerbridge Crossing,2014,Aug,Automobile,1251075
Outerbridge Crossing,2014,Feb,Bus,2835
Outerbridge Crossing,2014,May,Bus,4249
Outerbridge Crossing,2014,Apr,Bus,3556
Outerbridge Crossing,2014,Sep,Bus,3514
Outerbridge Crossing,2014,Mar,Bus,3438
Outerbridge Crossing,2014,Oct,Bus,4106
Outerbridge Crossing,2014,Jan,Bus,3044
Outerbridge Crossing,2014,Jun,Bus,4180
Outerbridge Crossing,2014,Dec,Bus,3361
Outerbridge Crossing,2014,Jul,Bus,4458
Outerbridge Crossing,2014,Nov,Bus,3423
Outerbridge Crossing,2014,Aug,Bus,4542
Outerbridge Crossing,2014,Apr,Total vehicles,1158505
Outerbridge Crossing,2014,Feb,Total vehicles,899500
Outerbridge Crossing,2014,Mar,Total vehicles,1123228
Outerbridge Crossing,2014,Oct,Total vehicles,1190251
Outerbridge Crossing,2014,Dec,Total vehicles,1193810
Outerbridge Crossing,2014,Jan,Total vehicles,998439
Outerbridge Crossing,2014,Sep,Total vehicles,1182443
Outerbridge Crossing,2014,Jun,Total vehicles,1246114
Outerbridge Crossing,2014,Nov,Total vehicles,1130360
Outerbridge Crossing,2014,Aug,Total vehicles,1324550
Outerbridge Crossing,2014,Jul,Total vehicles,1279123
Outerbridge Crossing,2014,May,Total vehicles,1239181
Outerbridge Crossing,2014,Oct,Truck,70835
Outerbridge Crossing,2014,Jan,Truck,58413
Outerbridge Crossing,2014,Feb,Truck,51082
Outerbridge Crossing,2014,Aug,Truck,68933
Outerbridge Crossing,2014,Jul,Truck,69385
Outerbridge Crossing,2014,Nov,Truck,63840
Outerbridge Crossing,2014,May,Truck,69147
Outerbridge Crossing,2014,Mar,Truck,61896
Outerbridge Crossing,2014,Dec,Truck,69052
Outerbridge Crossing,2014,Apr,Truck,66537
Outerbridge Crossing,2014,Jun,Truck,66536
Outerbridge Crossing,2014,Sep,Truck,70454
Outerbridge Crossing,2013,Jan,Automobile,1053973
Outerbridge Crossing,2013,Jul,Automobile,1126688
Outerbridge Crossing,2013,Aug,Automobile,1144093
Outerbridge Crossing,2013,Jun,Automobile,1203344
Outerbridge Crossing,2013,May,Automobile,1183467
Outerbridge Crossing,2013,Apr,Automobile,1115188
Outerbridge Crossing,2013,Oct,Automobile,1055048
Outerbridge Crossing,2013,Nov,Automobile,1048288
Outerbridge Crossing,2013,Sep,Automobile,1013425
Outerbridge Crossing,2013,Dec,Automobile,1074183
Outerbridge Crossing,2013,Mar,Automobile,1121310
Outerbridge Crossing,2013,Feb,Automobile,937802
Outerbridge Crossing,2013,Oct,Bus,2936
Outerbridge Crossing,2013,Dec,Bus,2830
Outerbridge Crossing,2013,Sep,Bus,2504
Outerbridge Crossing,2013,Aug,Bus,3253
Outerbridge Crossing,2013,Jul,Bus,3795
Outerbridge Crossing,2013,Nov,Bus,2956
Outerbridge Crossing,2013,Jan,Bus,2851
Outerbridge Crossing,2013,Jun,Bus,4021
Outerbridge Crossing,2013,May,Bus,3985
Outerbridge Crossing,2013,Feb,Bus,2690
Outerbridge Crossing,2013,Apr,Bus,3526
Outerbridge Crossing,2013,Mar,Bus,3269
Outerbridge Crossing,2013,Apr,Total vehicles,1193917
Outerbridge Crossing,2013,Sep,Total vehicles,1062572
Outerbridge Crossing,2013,Jul,Total vehicles,1188235
Outerbridge Crossing,2013,Mar,Total vehicles,1192967
Outerbridge Crossing,2013,Nov,Total vehicles,1112196
Outerbridge Crossing,2013,Feb,Total vehicles,1000685
Outerbridge Crossing,2013,Jan,Total vehicles,1125764
Outerbridge Crossing,2013,Aug,Total vehicles,1200648
Outerbridge Crossing,2013,Jun,Total vehicles,1278407
Outerbridge Crossing,2013,Oct,Total vehicles,1117240
Outerbridge Crossing,2013,May,Total vehicles,1264417
Outerbridge Crossing,2013,Dec,Total vehicles,1138312
Outerbridge Crossing,2013,Sep,Truck,46643
Outerbridge Crossing,2013,Nov,Truck,60952
Outerbridge Crossing,2013,Dec,Truck,61299
Outerbridge Crossing,2013,Jun,Truck,71042
Outerbridge Crossing,2013,May,Truck,76965
Outerbridge Crossing,2013,Apr,Truck,75203
Outerbridge Crossing,2013,Jan,Truck,68940
Outerbridge Crossing,2013,Feb,Truck,60193
Outerbridge Crossing,2013,Mar,Truck,68388
Outerbridge Crossing,2013,Oct,Truck,59256
Outerbridge Crossing,2013,Jul,Truck,57752
Outerbridge Crossing,2013,Aug,Truck,53302
Outerbridge Crossing,2012,Dec,Automobile,1154147
Outerbridge Crossing,2012,Nov,Automobile,1068805
Outerbridge Crossing,2012,Jul,Automobile,1232593
Outerbridge Crossing,2012,Aug,Automobile,1263507
Outerbridge Crossing,2012,Feb,Automobile,1015951
Outerbridge Crossing,2012,Jan,Automobile,1039372
Outerbridge Crossing,2012,Apr,Automobile,1124260
Outerbridge Crossing,2012,May,Automobile,1181137
Outerbridge Crossing,2012,Oct,Automobile,1063493
Outerbridge Crossing,2012,Sep,Automobile,1132936
Outerbridge Crossing,2012,Mar,Automobile,1120401
Outerbridge Crossing,2012,Jun,Automobile,1211568
Outerbridge Crossing,2012,May,Bus,4230
Outerbridge Crossing,2012,Dec,Bus,3315
Outerbridge Crossing,2012,Nov,Bus,3828
Outerbridge Crossing,2012,Oct,Bus,3598
Outerbridge Crossing,2012,Sep,Bus,3609
Outerbridge Crossing,2012,Aug,Bus,4196
Outerbridge Crossing,2012,Jul,Bus,4818
Outerbridge Crossing,2012,Jun,Bus,4493
Outerbridge Crossing,2012,Apr,Bus,3853
Outerbridge Crossing,2012,Mar,Bus,3782
Outerbridge Crossing,2012,Feb,Bus,3176
Outerbridge Crossing,2012,Jan,Bus,3201
Outerbridge Crossing,2012,Dec,Total vehicles,1227962
Outerbridge Crossing,2012,Oct,Total vehicles,1131840
Outerbridge Crossing,2012,Nov,Total vehicles,1148408
Outerbridge Crossing,2012,Sep,Total vehicles,1202396
Outerbridge Crossing,2012,Aug,Total vehicles,1343245
Outerbridge Crossing,2012,Jul,Total vehicles,1310687
Outerbridge Crossing,2012,Jun,Total vehicles,1291571
Outerbridge Crossing,2012,May,Total vehicles,1261677
Outerbridge Crossing,2012,Apr,Total vehicles,1197886
Outerbridge Crossing,2012,Mar,Total vehicles,1197527
Outerbridge Crossing,2012,Feb,Total vehicles,1086885
Outerbridge Crossing,2012,Jan,Total vehicles,1106579
Outerbridge Crossing,2012,May,Truck,76310
Outerbridge Crossing,2012,Jan,Truck,64006
Outerbridge Crossing,2012,Feb,Truck,67758
Outerbridge Crossing,2012,Mar,Truck,73344
Outerbridge Crossing,2012,Apr,Truck,69773
Outerbridge Crossing,2012,Jun,Truck,75510
Outerbridge Crossing,2012,Jul,Truck,73276
Outerbridge Crossing,2012,Aug,Truck,75542
Outerbridge Crossing,2012,Sep,Truck,65851
Outerbridge Crossing,2012,Oct,Truck,64749
Outerbridge Crossing,2012,Nov,Truck,75775
Outerbridge Crossing,2012,Dec,Truck,70500
Outerbridge Crossing,2011,Oct,Automobile,1142344
Outerbridge Crossing,2011,Sep,Automobile,1147633
Outerbridge Crossing,2011,Aug,Automobile,1201291
Outerbridge Crossing,2011,Jul,Automobile,1284348
Outerbridge Crossing,2011,Jun,Automobile,1233632
Outerbridge Crossing,2011,May,Automobile,1216294
Outerbridge Crossing,2011,Apr,Automobile,1141720
Outerbridge Crossing,2011,Jan,Automobile,989714
Outerbridge Crossing,2011,Mar,Automobile,1134072
Outerbridge Crossing,2011,Feb,Automobile,979631
Outerbridge Crossing,2011,Dec,Automobile,1155746
Outerbridge Crossing,2011,Nov,Automobile,1101917
Outerbridge Crossing,2011,Dec,Bus,3357
Outerbridge Crossing,2011,Jan,Bus,3907
Outerbridge Crossing,2011,Jul,Bus,5522
Outerbridge Crossing,2011,Mar,Bus,4745
Outerbridge Crossing,2011,Jun,Bus,5405
Outerbridge Crossing,2011,Apr,Bus,4782
Outerbridge Crossing,2011,Feb,Bus,3866
Outerbridge Crossing,2011,Nov,Bus,3705
Outerbridge Crossing,2011,May,Bus,5212
Outerbridge Crossing,2011,Aug,Bus,4820
Outerbridge Crossing,2011,Sep,Bus,4206
Outerbridge Crossing,2011,Oct,Bus,4152
Outerbridge Crossing,2011,May,Total vehicles,1297228
Outerbridge Crossing,2011,Sep,Total vehicles,1225084
Outerbridge Crossing,2011,Dec,Total vehicles,1229855
Outerbridge Crossing,2011,Nov,Total vehicles,1175896
Outerbridge Crossing,2011,Aug,Total vehicles,1281346
Outerbridge Crossing,2011,Jul,Total vehicles,1357849
Outerbridge Crossing,2011,Jun,Total vehicles,1315660
Outerbridge Crossing,2011,Oct,Total vehicles,1217997
Outerbridge Crossing,2011,Apr,Total vehicles,1215639
Outerbridge Crossing,2011,Mar,Total vehicles,1208881
Outerbridge Crossing,2011,Feb,Total vehicles,1039569
Outerbridge Crossing,2011,Jan,Total vehicles,1053365
Outerbridge Crossing,2011,Sep,Truck,73245
Outerbridge Crossing,2011,Mar,Truck,70064
Outerbridge Crossing,2011,Aug,Truck,75235
Outerbridge Crossing,2011,Jan,Truck,59744
Outerbridge Crossing,2011,Dec,Truck,70752
Outerbridge Crossing,2011,Nov,Truck,70274
Outerbridge Crossing,2011,Jun,Truck,76623
Outerbridge Crossing,2011,May,Truck,75722
Outerbridge Crossing,2011,Apr,Truck,69137
Outerbridge Crossing,2011,Jul,Truck,67979
Outerbridge Crossing,2011,Oct,Truck,71501
Outerbridge Crossing,2011,Feb,Truck,56072
PA All Crossings,2015,Nov,Automobile,8834152
PA All Crossings,2015,Oct,Automobile,9147969
PA All Crossings,2015,Mar,Automobile,8398380
PA All Crossings,2015,Sep,Automobile,8829925
PA All Crossings,2015,Feb,Automobile,7182428
PA All Crossings,2015,Jun,Automobile,9136614
PA All Crossings,2015,Jan,Automobile,7644253
PA All Crossings,2015,Apr,Automobile,8791886
PA All Crossings,2015,Aug,Automobile,9740436
PA All Crossings,2015,May,Automobile,9381274
PA All Crossings,2015,Dec,Automobile,9121287
PA All Crossings,2015,Jul,Automobile,9503847
PA All Crossings,2015,Apr,Bus,252958
PA All Crossings,2015,Feb,Bus,212400
PA All Crossings,2015,Aug,Bus,259248
PA All Crossings,2015,Jul,Bus,269205
PA All Crossings,2015,Mar,Bus,247405
PA All Crossings,2015,Jun,Bus,258920
PA All Crossings,2015,Jan,Bus,220716
PA All Crossings,2015,Oct,Bus,259664
PA All Crossings,2015,Dec,Bus,249656
PA All Crossings,2015,Sep,Bus,246142
PA All Crossings,2015,May,Bus,254964
PA All Crossings,2015,Nov,Bus,238194
PA All Crossings,2015,Aug,Total vehicles,10621922
PA All Crossings,2015,Nov,Total vehicles,9660462
PA All Crossings,2015,Jul,Total vehicles,10417186
PA All Crossings,2015,May,Total vehicles,10250813
PA All Crossings,2015,Oct,Total vehicles,10053023
PA All Crossings,2015,Apr,Total vehicles,9657045
PA All Crossings,2015,Jun,Total vehicles,10037382
PA All Crossings,2015,Mar,Total vehicles,9246617
PA All Crossings,2015,Feb,Total vehicles,7912951
PA All Crossings,2015,Sep,Total vehicles,9698285
PA All Crossings,2015,Jan,Total vehicles,8403740
PA All Crossings,2015,Dec,Total vehicles,9987341
PA All Crossings,2015,Apr,Truck,612201
PA All Crossings,2015,Aug,Truck,622238
PA All Crossings,2015,Nov,Truck,588116
PA All Crossings,2015,Mar,Truck,600832
PA All Crossings,2015,Sep,Truck,622218
PA All Crossings,2015,Jul,Truck,644134
PA All Crossings,2015,Feb,Truck,518123
PA All Crossings,2015,Dec,Truck,616398
PA All Crossings,2015,Jan,Truck,538771
PA All Crossings,2015,May,Truck,614575
PA All Crossings,2015,Jun,Truck,641848
PA All Crossings,2015,Oct,Truck,645390
PA All Crossings,2014,Jun,Automobile,9099134
PA All Crossings,2014,Apr,Automobile,8680283
PA All Crossings,2014,May,Automobile,9269061
PA All Crossings,2014,Oct,Automobile,8970784
PA All Crossings,2014,Feb,Automobile,6785435
PA All Crossings,2014,Jul,Automobile,9264996
PA All Crossings,2014,Nov,Automobile,8578702
PA All Crossings,2014,Mar,Automobile,8524299
PA All Crossings,2014,Dec,Automobile,8888799
PA All Crossings,2014,Sep,Automobile,8766974
PA All Crossings,2014,Aug,Automobile,9554892
PA All Crossings,2014,Jan,Automobile,7581418
PA All Crossings,2014,Apr,Bus,249720
PA All Crossings,2014,Jun,Bus,254437
PA All Crossings,2014,Jan,Bus,225163
PA All Crossings,2014,Sep,Bus,247833
PA All Crossings,2014,Nov,Bus,234049
PA All Crossings,2014,Jul,Bus,266166
PA All Crossings,2014,Oct,Bus,265523
PA All Crossings,2014,Feb,Bus,205029
PA All Crossings,2014,May,Bus,259101
PA All Crossings,2014,Aug,Bus,262970
PA All Crossings,2014,Mar,Bus,240845
PA All Crossings,2014,Dec,Bus,247547
PA All Crossings,2014,Jan,Total vehicles,8370824
PA All Crossings,2014,Jun,Total vehicles,9953134
PA All Crossings,2014,Nov,Total vehicles,9368540
PA All Crossings,2014,Sep,Total vehicles,9614471
PA All Crossings,2014,Feb,Total vehicles,7495565
PA All Crossings,2014,Oct,Total vehicles,9871399
PA All Crossings,2014,Aug,Total vehicles,10402744
PA All Crossings,2014,Mar,Total vehicles,9362953
PA All Crossings,2014,Jul,Total vehicles,10137337
PA All Crossings,2014,May,Total vehicles,10158379
PA All Crossings,2014,Apr,Total vehicles,9545689
PA All Crossings,2014,Dec,Total vehicles,9736618
PA All Crossings,2014,Jan,Truck,564243
PA All Crossings,2014,Jul,Truck,606175
PA All Crossings,2014,Dec,Truck,600272
PA All Crossings,2014,Nov,Truck,555789
PA All Crossings,2014,Sep,Truck,599664
PA All Crossings,2014,Mar,Truck,597809
PA All Crossings,2014,Oct,Truck,635092
PA All Crossings,2014,Jun,Truck,599563
PA All Crossings,2014,May,Truck,630217
PA All Crossings,2014,Feb,Truck,505101
PA All Crossings,2014,Aug,Truck,584882
PA All Crossings,2014,Apr,Truck,615686
PA All Crossings,2013,Sep,Automobile,8752102
PA All Crossings,2013,Jun,Automobile,9178849
PA All Crossings,2013,Aug,Automobile,9545880
PA All Crossings,2013,Mar,Automobile,8794256
PA All Crossings,2013,Nov,Automobile,8610969
PA All Crossings,2013,May,Automobile,9227283
PA All Crossings,2013,Jul,Automobile,9348192
PA All Crossings,2013,Oct,Automobile,9049069
PA All Crossings,2013,Feb,Automobile,7353012
PA All Crossings,2013,Jan,Automobile,8216417
PA All Crossings,2013,Dec,Automobile,8615632
PA All Crossings,2013,Apr,Automobile,8760101
PA All Crossings,2013,Dec,Bus,240576
PA All Crossings,2013,Apr,Bus,251224
PA All Crossings,2013,Aug,Bus,262242
PA All Crossings,2013,Feb,Bus,210454
PA All Crossings,2013,Jan,Bus,234474
PA All Crossings,2013,Jul,Bus,263429
PA All Crossings,2013,Mar,Bus,243226
PA All Crossings,2013,Nov,Bus,235548
PA All Crossings,2013,Oct,Bus,261268
PA All Crossings,2013,Jun,Bus,247917
PA All Crossings,2013,Sep,Bus,237511
PA All Crossings,2013,May,Bus,260353
PA All Crossings,2013,Mar,Total vehicles,9633352
PA All Crossings,2013,Sep,Total vehicles,9574425
PA All Crossings,2013,Oct,Total vehicles,9961383
PA All Crossings,2013,Jun,Total vehicles,10033977
PA All Crossings,2013,Feb,Total vehicles,8107473
PA All Crossings,2013,Nov,Total vehicles,9420135
PA All Crossings,2013,May,Total vehicles,10138080
PA All Crossings,2013,Jan,Total vehicles,9062629
PA All Crossings,2013,Apr,Total vehicles,9638288
PA All Crossings,2013,Dec,Total vehicles,9432914
PA All Crossings,2013,Jul,Total vehicles,10245252
PA All Crossings,2013,Aug,Total vehicles,10439855
PA All Crossings,2013,Jul,Truck,633631
PA All Crossings,2013,Apr,Truck,626963
PA All Crossings,2013,May,Truck,650444
PA All Crossings,2013,Jun,Truck,607211
PA All Crossings,2013,Oct,Truck,651046
PA All Crossings,2013,Nov,Truck,573618
PA All Crossings,2013,Dec,Truck,576706
PA All Crossings,2013,Aug,Truck,631733
PA All Crossings,2013,Sep,Truck,584812
PA All Crossings,2013,Jan,Truck,611738
PA All Crossings,2013,Feb,Truck,544007
PA All Crossings,2013,Mar,Truck,595870
PA All Crossings,2012,Jan,Automobile,8213612
PA All Crossings,2012,Dec,Automobile,8943461
PA All Crossings,2012,Nov,Automobile,8148620
PA All Crossings,2012,Oct,Automobile,8448028
PA All Crossings,2012,Sep,Automobile,8803800
PA All Crossings,2012,Aug,Automobile,9545488
PA All Crossings,2012,Jul,Automobile,9320529
PA All Crossings,2012,Jun,Automobile,9279150
PA All Crossings,2012,May,Automobile,9309400
PA All Crossings,2012,Apr,Automobile,8926153
PA All Crossings,2012,Mar,Automobile,8922026
PA All Crossings,2012,Feb,Automobile,8035177
PA All Crossings,2012,Jan,Bus,230837
PA All Crossings,2012,Dec,Bus,243866
PA All Crossings,2012,Nov,Bus,248481
PA All Crossings,2012,Oct,Bus,237126
PA All Crossings,2012,Sep,Bus,234841
PA All Crossings,2012,Aug,Bus,263985
PA All Crossings,2012,Jul,Bus,257661
PA All Crossings,2012,Jun,Bus,252521
PA All Crossings,2012,May,Bus,261968
PA All Crossings,2012,Apr,Bus,248262
PA All Crossings,2012,Mar,Bus,252206
PA All Crossings,2012,Feb,Bus,225141
PA All Crossings,2012,Feb,Total vehicles,8838547
PA All Crossings,2012,Nov,Total vehicles,9041461
PA All Crossings,2012,Dec,Total vehicles,9782562
PA All Crossings,2012,Oct,Total vehicles,9281599
PA All Crossings,2012,Sep,Total vehicles,9620325
PA All Crossings,2012,Aug,Total vehicles,10459447
PA All Crossings,2012,Jul,Total vehicles,10194820
PA All Crossings,2012,Jun,Total vehicles,10173255
PA All Crossings,2012,May,Total vehicles,10229589
PA All Crossings,2012,Apr,Total vehicles,9790675
PA All Crossings,2012,Mar,Total vehicles,9813501
PA All Crossings,2012,Jan,Total vehicles,9026493
PA All Crossings,2012,Mar,Truck,639269
PA All Crossings,2012,Jan,Truck,582044
PA All Crossings,2012,Feb,Truck,578229
PA All Crossings,2012,Apr,Truck,616260
PA All Crossings,2012,May,Truck,658221
PA All Crossings,2012,Jun,Truck,641584
PA All Crossings,2012,Jul,Truck,616630
PA All Crossings,2012,Aug,Truck,649974
PA All Crossings,2012,Sep,Truck,581684
PA All Crossings,2012,Oct,Truck,596445
PA All Crossings,2012,Nov,Truck,644360
PA All Crossings,2012,Dec,Truck,595235
PA All Crossings,2011,Apr,Automobile,9154369
PA All Crossings,2011,Mar,Automobile,9115286
PA All Crossings,2011,Feb,Automobile,7786178
PA All Crossings,2011,Jan,Automobile,7943315
PA All Crossings,2011,May,Automobile,9613655
PA All Crossings,2011,Jun,Automobile,9571519
PA All Crossings,2011,Jul,Automobile,9917576
PA All Crossings,2011,Aug,Automobile,9347570
PA All Crossings,2011,Sep,Automobile,8985654
PA All Crossings,2011,Dec,Automobile,9125590
PA All Crossings,2011,Nov,Automobile,8844310
PA All Crossings,2011,Oct,Automobile,9023450
PA All Crossings,2011,May,Bus,274926
PA All Crossings,2011,Jan,Bus,235698
PA All Crossings,2011,Feb,Bus,225739
PA All Crossings,2011,Mar,Bus,268014
PA All Crossings,2011,Apr,Bus,264736
PA All Crossings,2011,Dec,Bus,248627
PA All Crossings,2011,Nov,Bus,247247
PA All Crossings,2011,Oct,Bus,257228
PA All Crossings,2011,Sep,Bus,259279
PA All Crossings,2011,Aug,Bus,275933
PA All Crossings,2011,Jul,Bus,277006
PA All Crossings,2011,Jun,Bus,275851
PA All Crossings,2011,Feb,Total vehicles,8565091
PA All Crossings,2011,May,Total vehicles,10544784
PA All Crossings,2011,Jun,Total vehicles,10530674
PA All Crossings,2011,Jul,Total vehicles,10819025
PA All Crossings,2011,Aug,Total vehicles,10308747
PA All Crossings,2011,Sep,Total vehicles,9901992
PA All Crossings,2011,Oct,Total vehicles,9920966
PA All Crossings,2011,Nov,Total vehicles,9721711
PA All Crossings,2011,Dec,Total vehicles,9993084
PA All Crossings,2011,Apr,Total vehicles,10046333
PA All Crossings,2011,Mar,Total vehicles,10048222
PA All Crossings,2011,Jan,Total vehicles,8749156
PA All Crossings,2011,Dec,Truck,618867
PA All Crossings,2011,Jan,Truck,570143
PA All Crossings,2011,Feb,Truck,553174
PA All Crossings,2011,Mar,Truck,664922
PA All Crossings,2011,Apr,Truck,627228
PA All Crossings,2011,May,Truck,656203
PA All Crossings,2011,Jun,Truck,683304
PA All Crossings,2011,Jul,Truck,624443
PA All Crossings,2011,Aug,Truck,685244
PA All Crossings,2011,Sep,Truck,657059
PA All Crossings,2011,Oct,Truck,640288
PA All Crossings,2011,Nov,Truck,630154
